pathway,pval,padj,log2err,ES,NES,size,leadingEdge
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI,0.36563436563436563,0.46367151201529,0.06011861425318512,0.5068026487299941,1.0637403628744238,26,
REACTOME_N_GLYCAN_TRIMMING_AND_ELONGATION_IN_THE_CIS_GOLGI,0.48151848151848153,0.5683924408924409,0.04735342452541926,0.5723644871961524,1.049327774280158,5,
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,0.005688679291098757,0.030697197012729105,0.40701791892395395,0.6473917237666591,1.3883278379214812,35,
REACTOME_OAS_ANTIVIRAL_RESPONSE,0.8791208791208791,0.9063134827326967,0.016917675626457167,0.35573045623378147,0.6771557065412077,8,
REACTOME_ONCOGENE_INDUCED_SENESCENCE,0.013376470712174493,0.05436950003958441,0.3807304007227924,0.6288160519926386,1.3437996772171243,33,
REACTOME_ONCOGENIC_MAPK_SIGNALING,2.893662221131449e-4,0.004651866353594704,0.49849310876659025,0.6013457685749881,1.3520290269084487,79,
REACTOME_OPIOID_SIGNALLING,0.00576304005991317,0.030980441156990533,0.40701791892395395,0.5591004995197306,1.2642185144332154,89,
REACTOME_OPSINS,0.3706293706293706,0.467911322189397,0.05947602869573201,0.5977190608708279,1.1239769036841636,7,
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,0.01008843947817958,0.04529405553357013,0.3807304007227924,0.5759330644651846,1.2855013077035902,69,
REACTOME_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS,0.44155844155844154,0.5323127935893893,0.05132233304211431,0.5616205208606152,1.069080630986175,8,
REACTOME_ORGANIC_ANION_TRANSPORT,0.8831168831168831,0.909440250770676,0.016597993290304848,0.3116800704454642,0.5640038013652326,4,
REACTOME_ORGANIC_ANION_TRANSPORTERS,0.01967574075771239,0.07011493530389837,0.35248785758361917,0.7471057292020484,1.4542387475041798,10,
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT,0.5154845154845155,0.6004801119932699,0.04424074234773751,0.4974700277640316,0.9920232313905427,13,
REACTOME_ORGANIC_CATION_TRANSPORT,0.37362637362637363,0.4708556567987173,0.05909547987173424,0.5675618774324916,1.0980023455623258,9,
REACTOME_OTHER_INTERLEUKIN_SIGNALING,0.38961038961038963,0.4868840907658729,0.05712585100181134,0.5061156354880141,1.0567679034374406,24,
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,0.4115884115884116,0.5054312830645731,0.05456806466709405,0.5117857030805244,1.0482500372575592,18,
REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES,0.061938061938061936,0.13915188697107808,0.17821987495197314,0.5798477144977836,1.2431462610666524,34,
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,3.850604062416447e-4,0.005711393355406175,0.49849310876659025,0.595157854185711,1.3472129474865429,91,
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS,0.02207884053224906,0.07581740027619586,0.35248785758361917,0.6171899984330821,1.3284193329260565,36,
REACTOME_O_LINKED_GLYCOSYLATION,0.16583416583416583,0.26739225487091167,0.10244940562982624,0.4834737916782488,1.1022746925868565,106,
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS,0.46153846153846156,0.5503108003108003,0.04929176623126693,0.4583700592975141,1.0165647215823332,60,
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,0.1798201798201798,0.282702868718407,0.09754492162471996,0.5956761925947015,1.2032444996018279,15,
REACTOME_P2Y_RECEPTORS,0.08791208791208792,0.17453044502799234,0.1473312136993771,0.6918711108745093,1.3384903616212003,9,
REACTOME_P38MAPK_EVENTS,0.0032373377705498317,0.022260625980504063,0.4317076958033464,0.7875884034185079,1.5705589268898605,13,
REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1,0.12887112887112886,0.2246719434411742,0.11881503941226282,0.7189086621518802,1.328907524129054,6,
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES,0.3076923076923077,0.41020814479638007,0.06847149044920875,0.5702084699462528,1.131025096293245,12,
REACTOME_P75NTR_REGULATES_AXONOGENESIS,0.10789210789210789,0.2008267685008815,0.13145761164276346,0.6783460084237817,1.3123247666343594,9,
REACTOME_P75NTR_SIGNALS_VIA_NF_KB,0.14985014985014986,0.24855121459336915,0.10882012676916121,0.606320328594273,1.224745271755756,15,
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,0.008593885561922055,0.04030873807437944,0.3807304007227924,0.5530130944702929,1.25045388683055,89,
REACTOME_PARASITE_INFECTION,0.01203136552757369,0.05049608672535743,0.3807304007227924,0.5803031346643568,1.2818148155450484,56,
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS,0.04195804195804196,0.10925287947346772,0.21925034670375515,0.6885234743950741,1.3730099178590756,13,
REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,0.3106893106893107,0.41303745527114843,0.06799225915440577,0.5304947480439122,1.0970925455427307,21,
REACTOME_PCP_CE_PATHWAY,0.08491508491508491,0.1707341629272076,0.15016980212840597,0.5120222897751108,1.1591555168064462,90,
REACTOME_PD_1_SIGNALING,0.8521478521478522,0.8875495827701709,0.01900419999385937,0.3912961917059909,0.8092222149282564,21,
REACTOME_PECAM1_INTERACTIONS,0.37662337662337664,0.47400001153888316,0.058718587955594134,0.5544374608061966,1.0886382204960907,11,
REACTOME_PENTOSE_PHOSPHATE_PATHWAY,0.26973026973026976,0.37494889801072334,0.07511816352763015,0.5809110745297597,1.1522540239883918,12,
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,0.7622377622377622,0.811811872338188,0.02548205648550044,0.4250098393922181,0.8475277116526778,13,
REACTOME_PEPTIDE_HORMONE_METABOLISM,0.11288711288711288,0.2071303049282324,0.1281429168984153,0.5035210797702669,1.136238718014441,85,
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,0.12387612387612387,0.21975019345088223,0.12154328203546907,0.47072304672947013,1.0903289771597087,178,
REACTOME_PERK_REGULATES_GENE_EXPRESSION,0.061938061938061936,0.13915188697107808,0.17821987495197314,0.5904471745486215,1.255336477037125,31,
REACTOME_PEROXISOMAL_LIPID_METABOLISM,0.01188190950465913,0.050166094823694954,0.3807304007227924,0.6511462818053471,1.3746606412897557,28,
REACTOME_PEROXISOMAL_PROTEIN_IMPORT,0.0036073154097051112,0.02398949426219385,0.4317076958033464,0.598179250409434,1.3300559358497999,62,
REACTOME_PEXOPHAGY,0.08691308691308691,0.17376483784387808,0.14826150047510658,0.6700372094475477,1.3156183824565133,11,
REACTOME_PHASE_0_RAPID_DEPOLARISATION,0.14285714285714285,0.24075805217982493,0.1119183163251045,0.5562631009231584,1.1826584858373674,31,
REACTOME_PHASE_1_INACTIVATION_OF_FAST_NA_CHANNELS,0.0081455205349003,0.03904612466222089,0.3807304007227924,0.8694106543925113,1.607111474664753,6,
REACTOME_PHASE_2_PLATEAU_PHASE,0.7652347652347652,0.8137800637800638,0.025271280805562058,0.42111466594933034,0.8457222279719733,14,
REACTOME_PHASE_3_RAPID_REPOLARISATION,0.971028971028971,0.9786286285752667,0.007880314186803102,0.21431811735575013,0.4030131038451077,7,
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL,0.26373626373626374,0.3708014070296949,0.0762797180809272,0.5525336505434568,1.1347205832876646,19,
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,0.06693306693306693,0.14653893247401745,0.17093233537005617,0.5067459953904575,1.1549964752201143,105,
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,0.23876123876123875,0.3445800251709574,0.0815265143256594,0.47007346633489633,1.070569520811491,102,
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM,0.32667332667332666,0.4276642950395261,0.06553210292824141,0.5695036676801859,1.1182207249269356,11,
REACTOME_PHENYLALANINE_METABOLISM,0.32967032967032966,0.4298002963442448,0.06508775669173134,0.6245842336021113,1.154548180017438,6,
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NTPDASE_PROTEINS,0.12987012987012986,0.22571906620986373,0.11828752612408502,0.6758434179864334,1.286511231180795,8,
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NUDT_PROTEINS,0.46853146853146854,0.5567741821936453,0.04860342472590687,0.5679367973297762,1.0498350109486483,6,
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2,0.3146853146853147,0.41698011997357176,0.06736238681662789,0.5454753227465132,1.105030932461891,16,
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4,0.9100899100899101,0.9297817220644484,0.014339935976868355,0.34768126533742083,0.6933239654341216,13,
REACTOME_PHOSPHORYLATION_OF_EMI1,0.2967032967032967,0.3998860321410274,0.07028128417173922,0.6402051001454541,1.183423457470248,6,
REACTOME_PHOSPHORYLATION_OF_THE_APC_C,0.26573426573426573,0.3721330572541645,0.07588869006061172,0.5483223220291701,1.1329527271385584,20,
REACTOME_PHYSIOLOGICAL_FACTORS,0.28771228771228774,0.39243568179533517,0.07182762936038092,0.5739961733679037,1.1385381162727741,12,
REACTOME_PI3K_AKT_ACTIVATION,0.003904026810912306,0.024854175180482163,0.4317076958033464,0.8262231189214447,1.598407078779657,9,
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,0.001979418849352148,0.015840942373487668,0.4317076958033464,0.5739467739857194,1.3071359410859358,102,
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING,0.5544455544455544,0.6343878254217511,0.04090557831720346,0.4807411624908211,0.9738916370867874,16,
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING,0.5804195804195804,0.6561566924695417,0.03879622083044794,0.4981625691734131,0.969671737656141,10,
REACTOME_PI5P_REGULATES_TP53_ACETYLATION,0.05194805194805195,0.12471934844816202,0.19578900214894943,0.7325228282887782,1.3944041187788137,8,
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,0.0071015357698399765,0.03592616220706545,0.40701791892395395,0.6796760830882717,1.4081327130645278,22,
REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS,0.020877290046572846,0.072839116628006,0.35248785758361917,0.6346220820478512,1.3414796699430522,29,
REACTOME_PI_3K_CASCADE_FGFR1,0.017873419596376058,0.06610365237145349,0.35248785758361917,0.6799840535194608,1.404994392704335,20,
REACTOME_PI_3K_CASCADE_FGFR2,0.053946053946053944,0.12746386224284473,0.19189224038483796,0.6259079641072751,1.2944123653436774,21,
REACTOME_PI_3K_CASCADE_FGFR3,0.12087912087912088,0.21633010072681583,0.12325722638133735,0.6164848007550453,1.2488828473428595,16,
REACTOME_PI_3K_CASCADE_FGFR4,0.4485514485514486,0.5395950122064772,0.05060042438536184,0.5017574755567147,1.0277100147204175,18,
REACTOME_PI_METABOLISM,5.1916510322572695e-5,0.0017102264388819586,0.557332238758646,0.6374199248581767,1.4299729465923516,76,
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING,0.22677322677322678,0.3316719418939347,0.08431443206426534,0.5666171918791552,1.1554714605446064,17,
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,0.13186813186813187,0.22821161733806816,0.11724971674979229,0.5972186108231341,1.226488648712946,19,
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS,0.34165834165834164,0.44136711441772997,0.06335970106437581,0.6559259093992195,1.1869373161600256,4,
REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES,0.053946053946053944,0.12746386224284473,0.19189224038483796,0.5575210655403905,1.2256166285334626,50,
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY,0.7232767232767233,0.779400135809417,0.02822191838739823,0.42901097099000546,0.8810460299744204,19,
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,0.5634365634365635,0.6410505157493109,0.040166098004942086,0.4400739731297751,0.982259402783148,69,
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,0.34765234765234765,0.447274796048638,0.06252374147247618,0.49985850202798726,1.0682133376698661,33,
REACTOME_PLASMA_LIPOPROTEIN_REMODELING,0.8391608391608392,0.8759552901041479,0.01997415956512903,0.3937060811579664,0.8345519599532443,30,
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,0.2937062937062937,0.3973590879035005,0.07078990945026231,0.556483355367497,1.1240763770485227,15,
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,0.15284715284715283,0.25189993252820475,0.10755437526516934,0.5400340879121266,1.1669680170042118,38,
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS,0.4595404595404595,0.5486212060169077,0.04949048661354951,0.4873649619502977,1.0229421309782651,26,
REACTOME_PLATELET_HOMEOSTASIS,0.0010952930936056213,0.010663111114036856,0.45505986738722953,0.5871385573193927,1.324023052466589,83,
REACTOME_PLATELET_SENSITIZATION_BY_LDL,0.3116883116883117,0.41397702157195826,0.06783382634794552,0.5476854591655624,1.1095082552777296,16,
REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,0.5494505494505495,0.6299447214056685,0.041320950607482164,0.5199939922708464,0.9898418678043738,8,
REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS,0.0969030969030969,0.18574186300843945,0.13959967345192228,0.6321780159158454,1.2806743646843741,16,
REACTOME_POLYMERASE_SWITCHING,0.2097902097902098,0.31429701974387325,0.0886261133285098,0.5997362152480664,1.1959559873515209,13,
REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE,0.25674325674325676,0.3636768231768232,0.07767985601172364,0.5351543359062759,1.1205151508047353,25,
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,0.027972027972027972,0.0865117415335756,0.27128855468895297,0.5468878884494304,1.2234971151551375,73,
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION,0.12187812187812187,0.21743118342614565,0.12267918956880833,0.5724644779284358,1.2041990673179328,27,
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,0.04395604395604396,0.11300133623182626,0.21392785549235627,0.6316322797339229,1.3085969888473326,22,
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,0.0029043582888847626,0.020936506443792705,0.4317076958033464,0.57205826645422,1.2905283447402138,84,
REACTOME_POTASSIUM_CHANNELS,7.039346353271742e-9,1.9942468218818846e-5,0.7614608014455848,0.6773307218369795,1.5425878681510379,102,
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,0.0014266353715243257,0.012709616375875518,0.45505986738722953,0.5871249097474766,1.3179736739646386,77,
REACTOME_POU5F1_OCT4_SOX2_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION,0.5974025974025974,0.6697433947137152,0.0374584205912161,0.47797103207745817,0.9480694536714702,12,
REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION,0.7162837162837162,0.7745159420731939,0.02871553992663258,0.4453765594029545,0.8669239501156507,10,
REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS,0.1008991008991009,0.19197256739231217,0.13649043778041264,0.7358161685334909,1.3601611640247375,6,
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA,0.061938061938061936,0.13915188697107808,0.17821987495197314,0.5629760318313854,1.2221015866503473,40,
REACTOME_PREGNENOLONE_BIOSYNTHESIS,0.028971028971028972,0.0878313977698642,0.26635065708852557,0.7107755853647496,1.4098440609902352,12,
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING,0.057942057942057944,0.13323851473202122,0.1847064712077387,0.6852313703503291,1.345452124684326,11,
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS,0.18581418581418582,0.2879713284527289,0.09560314922043013,0.5675759190611039,1.173778462703948,21,
REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION,0.11788211788211789,0.2127134012484331,0.12503336755527242,0.6696622924781925,1.2955252935626536,9,
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,0.06493506493506493,0.14327183719707084,0.1737478389995708,0.5235222643672182,1.1751989239685208,77,
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI,0.2897102897102897,0.3938336136032873,0.07147862874255066,0.5447396551026916,1.1157470017626139,18,
REACTOME_PRE_NOTCH_PROCESSING_IN_THE_ENDOPLASMIC_RETICULUM,0.022379228318082336,0.07638596846400875,0.35248785758361917,0.8252846251380461,1.5255442111535935,6,
REACTOME_PROCESSING_AND_ACTIVATION_OF_SUMO,0.005316875666265021,0.029651001501040955,0.40701791892395395,0.7913644456178235,1.5403881876849725,10,
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA,0.04495504495504495,0.11432463407328756,0.2114001893849227,0.6131634872805051,1.2898108580789527,27,
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,0.0037183087715661417,0.02432787240149395,0.4317076958033464,0.5683151867871917,1.2774343034670197,78,
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS,0.04795204795204795,0.11812882769404509,0.20429475651688608,0.647584084366184,1.3263950838764393,18,
REACTOME_PROCESSING_OF_SMDT1,0.1088911088911089,0.20175834629726064,0.13077713797197438,0.623719041491377,1.2635380653759536,16,
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE,0.03018932671370096,0.08993308368024691,0.35248785758361917,0.6668640483443927,1.3695172432785754,19,
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND,0.01607110275599312,0.061944808309834704,0.35248785758361917,0.7186544990080048,1.4432698103092474,14,
REACTOME_PROLACTIN_RECEPTOR_SIGNALING,0.00874334070676697,0.040673044699952095,0.3807304007227924,0.726240471827266,1.4669796509879298,15,
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS,0.004573269797937039,0.026879820202397577,0.40701791892395395,0.7572754023438317,1.5208319544388842,14,
REACTOME_PROPIONYL_COA_CATABOLISM,0.45054945054945056,0.5415386480299506,0.05039643224429567,0.5859645203276121,1.0742609992010124,5,
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR,0.02147806515236144,0.07447657108523863,0.35248785758361917,0.6809901072876722,1.3985274760995232,19,
REACTOME_PROSTANOID_LIGAND_RECEPTORS,0.03230092827024218,0.09375873953852061,0.3217759180753611,0.7571291599053094,1.4647382541448883,9,
REACTOME_PROTEIN_FOLDING,0.0023123962020628747,0.017610264624849794,0.4317076958033464,0.5684834105102841,1.2895700422649083,95,
REACTOME_PROTEIN_LOCALIZATION,3.9185032804540666e-7,8.272259741924145e-5,0.674962860011025,0.6087898627468801,1.4030791174158743,152,
REACTOME_PROTEIN_METHYLATION,0.012330277644161166,0.05114447520630831,0.3807304007227924,0.7012614436229082,1.430044121674646,17,
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES,5.449554795452184e-4,0.006976913226001212,0.47727081536286214,0.6083737169268069,1.364811363273166,76,
REACTOME_PROTEIN_REPAIR,0.34965034965034963,0.44882620777500704,0.06224904294985801,0.6158192184321895,1.1383459901960644,6,
REACTOME_PROTEIN_UBIQUITINATION,4.044034223924919e-6,3.763831433649729e-4,0.610526878385931,0.6699355587923232,1.4948048540431038,68,
REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT,0.1018981018981019,0.19361322781845922,0.13574094381042484,0.7347024647796138,1.358102475103466,6,
REACTOME_PTEN_REGULATION,9.517380271869109e-6,6.217351815484127e-4,0.5933254763964051,0.5976320620626256,1.3739000832991466,135,
REACTOME_PTK6_EXPRESSION,0.2217782217782218,0.32655805732728815,0.08553569479878835,0.688442685048662,1.2621363599275812,5,
REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION,0.938061938061938,0.9518372029117016,0.011723158609337828,0.28338186356073214,0.5238332913674227,6,
REACTOME_PTK6_REGULATES_CELL_CYCLE,0.43656343656343655,0.5280889051170862,0.051845762486506596,0.5818314392576842,1.075519350524981,6,
REACTOME_PTK6_REGULATES_PROTEINS_INVOLVED_IN_RNA_PROCESSING,0.17782217782217782,0.2806519385906573,0.09821233512174378,0.7148779738196729,1.3106007272128835,5,
REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES,0.022379228318082336,0.07638596846400875,0.35248785758361917,0.7035408332405305,1.4129171198920725,14,
REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1,0.5274725274725275,0.6111777792759387,0.04319019983341822,0.5219728389750397,1.0098060216924807,9,
REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,0.5774225774225774,0.6532900007340903,0.03903552981123929,0.46044254226219866,0.9640823404824304,25,
REACTOME_PURINE_CATABOLISM,0.26573426573426573,0.3721330572541645,0.07588869006061172,0.5616592283995738,1.137816496920849,16,
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS,0.12687312687312688,0.22242052501953494,0.11988784511542344,0.64241758696299,1.2742539815723493,12,
REACTOME_PURINE_SALVAGE,0.1798201798201798,0.282702868718407,0.09754492162471996,0.6128010431951021,1.21550870500691,12,
REACTOME_PYRIMIDINE_CATABOLISM,0.09490509490509491,0.18302663979995498,0.14122511964253093,0.6588991219627449,1.3069455859462993,12,
REACTOME_PYRIMIDINE_SALVAGE,0.14985014985014986,0.24855121459336915,0.10882012676916121,0.644103093757163,1.2537444697812872,10,
REACTOME_PYROPTOSIS,0.4165834165834166,0.5100176400954275,0.0540088272801684,0.4916295010866557,1.0341598640615397,27,
REACTOME_PYRUVATE_METABOLISM,0.1958041958041958,0.2990368122443594,0.09255288646847727,0.5454259898788187,1.1529347899776217,29,
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE,0.04995004995004995,0.12115453040110574,0.19991523130966152,0.5537874071979676,1.2209489280050265,52,
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS,2.8905181218413832e-5,0.001169833977025234,0.5756102610711286,0.6259112711036494,1.4120174185373442,84,
REACTOME_RAB_GERANYLGERANYLATION,5.724315952249538e-4,0.0070816537522807605,0.47727081536286214,0.6347646581035609,1.4040454763399395,57,
REACTOME_RAB_REGULATION_OF_TRAFFICKING,1.617144592063695e-6,1.9695040127074408e-4,0.6435518361507222,0.6213518561361588,1.4204077285003534,113,
REACTOME_RAC1_GTPASE_CYCLE,2.791441267039967e-8,3.8250608704583416e-5,0.7337619883564803,0.6129790265705817,1.4181576824689897,170,
REACTOME_RAC2_GTPASE_CYCLE,8.855305810709199e-5,0.002435638967159142,0.5384340963099162,0.6241678026617575,1.4049080915564056,81,
REACTOME_RAC3_GTPASE_CYCLE,2.233255393899072e-4,0.003979127377934636,0.5188480777437918,0.6037648262331994,1.3620563979271656,84,
REACTOME_RAF_ACTIVATION,0.0112840856707278,0.04843608288662402,0.3807304007227924,0.6319865900687593,1.3505752167883462,33,
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,0.34265734265734266,0.4422543288146933,0.06321911708594577,0.5217447386963763,1.080935246521328,22,
REACTOME_RAP1_SIGNALLING,0.17682317682317683,0.2795424441629799,0.09854998035316907,0.5911175663706099,1.1974935772936286,16,
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR,0.03796203796203796,0.10311261126217981,0.23112670967383428,0.6644166239308135,1.354908495305923,17,
REACTOME_RAS_PROCESSING,0.011134629781865267,0.048085985018329724,0.3807304007227924,0.6801925348248538,1.416286458199084,23,
REACTOME_RAS_SIGNALING_DOWNSTREAM_OF_NF1_LOSS_OF_FUNCTION_VARIANTS,0.00561431853612597,0.03052853054288843,0.40701791892395395,0.8411281371334445,1.5816939111821098,7,
REACTOME_RA_BIOSYNTHESIS_PATHWAY,0.9110889110889111,0.9304667934804921,0.01425222269138044,0.3647827875004564,0.7557461399970254,22,
REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY,0.4015984015984016,0.49704162155014053,0.055710422676667086,0.556481105606464,1.0831885694294132,10,
REACTOME_RECEPTOR_MEDIATED_MITOPHAGY,0.0969030969030969,0.18574186300843945,0.13959967345192228,0.672833525561138,1.3096681570571043,10,
REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES,0.35264735264735264,0.4520588009275792,0.061840603575328466,0.5327707630477243,1.0792938718378038,16,
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,0.10789210789210789,0.2008267685008815,0.13145761164276346,0.5672299388252147,1.2086600249352892,32,
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX,0.1038961038961039,0.19609437863934867,0.13427345288320233,0.5755076154306655,1.216522065394236,29,
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,0.018173806191245024,0.06677871976627386,0.35248785758361917,0.5459860777419201,1.2256255268143204,77,
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,0.007697156202215235,0.037596626760130626,0.40701791892395395,0.5548620652486993,1.2546347149512818,89,
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS,0.24575424575424576,0.35109519829640856,0.07998588014999461,0.5676143551091708,1.149880469288473,16,
REACTOME_RECYCLING_OF_EIF2_GDP,0.006655370196463921,0.03446922077985794,0.40701791892395395,0.8345674271051305,1.5693568668642484,7,
REACTOME_RECYCLING_PATHWAY_OF_L1,0.022980004068994572,0.07768777031916661,0.35248785758361917,0.6060720010386051,1.3165686987653424,42,
REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS,0.2097902097902098,0.31429701974387325,0.0886261133285098,0.6093666452363656,1.1964917004979827,11,
REACTOME_REELIN_SIGNALLING_PATHWAY,0.32667332667332666,0.4276642950395261,0.06553210292824141,0.6625831076093573,1.1989839160327516,4,
REACTOME_REGULATED_NECROSIS,0.06993006993006994,0.15019855050181058,0.16693384871319314,0.5380300318253802,1.1878220915778708,55,
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR,0.7372627372627373,0.79146090741392,0.02723721998803296,0.44198585257856043,0.8678394337495203,11,
REACTOME_REGULATION_BY_C_FLIP,0.6953046953046953,0.7558703767452808,0.030204194864478583,0.4564497650701929,0.8962393328714269,11,
REACTOME_REGULATION_OF_BACH1_ACTIVITY,0.07492507492507493,0.1580511818784343,0.1608014010700223,0.6755572813688393,1.326457046324332,11,
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,0.5374625374625375,0.6194594664895723,0.04233183935185304,0.4533556672798425,0.9841390200880925,40,
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,2.4434459471598745e-5,0.0010649665182006038,0.5756102610711286,0.6788092130043313,1.4965876258022208,52,
