TERMS,tValue,DF,pVal,FDR,pAdjust,collection,signif
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION,3.70556413700775,1156,0.51953376538352,0.999201393685791,1,REACTOME,FALSE
REACTOME_SIGNALING_BY_EGFR_IN_CANCER,2.45858451248959,862,0.791281455950361,0.999201393685791,1,REACTOME,FALSE
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING,-4.29459493237968,530,0.0734319498415513,0.829150938542843,1,REACTOME,FALSE
REACTOME_2_LTR_CIRCLE_FORMATION,4.36596380921411,276,0.398108914223452,0.999201393685791,1,REACTOME,FALSE
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,3.79575786592497,1137,0.501897333795963,0.999201393685791,1,REACTOME,FALSE
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,2.9866494844273,772,0.670602852214344,0.999201393685791,1,REACTOME,FALSE
REACTOME_NEF_AND_SIGNAL_TRANSDUCTION,2.28964738830497,309,0.831136182398022,0.999201393685791,1,REACTOME,FALSE
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,4.52372073102743,1428,0.371855031710228,0.999201393685791,1,REACTOME,FALSE
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,5.35148275285473,2717,0.252264516456841,0.999201393685791,1,REACTOME,FALSE
REACTOME_MTOR_SIGNALLING,5.20891251579723,1329,0.270684907782186,0.999201393685791,1,REACTOME,FALSE
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,6.38995801752906,2015,0.144058734109097,0.956800628105521,1,REACTOME,FALSE
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,6.37692574468056,1777,0.145150350602876,0.956800628105521,1,REACTOME,FALSE
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE,5.53338357306743,621,0.230056564609532,0.999201393685791,1,REACTOME,FALSE
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE,8.66431316527054,501,0.0313298268838273,0.602299937236027,1,REACTOME,FALSE
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE,11.225868244599,348,0.00336504760857856,0.12679499389124,1,REACTOME,FALSE
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS,2.33420180635367,1791,0.820578384236761,0.999201393685791,1,REACTOME,FALSE
REACTOME_GLYCOSPHINGOLIPID_METABOLISM,0.765585132139846,1525,0.802215866923408,0.999201393685791,1,REACTOME,FALSE
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,4.72996829884898,3408,0.339194132262403,0.999201393685791,1,REACTOME,FALSE
REACTOME_MITOCHONDRIAL_UNCOUPLING,2.86346370504716,205,0.698135069933359,0.999201393685791,1,REACTOME,FALSE
REACTOME_MTORC1_MEDIATED_SIGNALLING,4.39760081265776,790,0.392756230642023,0.999201393685791,1,REACTOME,FALSE
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES,1.12112610587055,297,0.886842830763093,0.999201393685791,1,REACTOME,FALSE
REACTOME_SIGNALING_BY_NTRKS,2.92883528941192,4685,0.68347212850199,0.999201393685791,1,REACTOME,FALSE
REACTOME_COMPLEMENT_CASCADE,11.6861007092417,2377,0.00212419948036803,0.0857569675931435,1,REACTOME,FALSE
REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION,2.11462922555329,388,0.872887385556795,0.999201393685791,1,REACTOME,FALSE
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,6.72743474781987,1017,0.117928926961238,0.934578094460846,1,REACTOME,FALSE
REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT,4.6742278085477,392,0.3478341347307,0.999201393685791,1,REACTOME,FALSE
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,4.07853508512048,592,0.44872175222236,0.999201393685791,1,REACTOME,FALSE
REACTOME_SIGNALLING_TO_RAS,1.41733500976886,711,0.958390792190083,0.999201393685791,1,REACTOME,FALSE
REACTOME_HIV_TRANSCRIPTION_INITIATION,3.06264871971022,1579,0.653832079172501,0.999201393685791,1,REACTOME,FALSE
REACTOME_HIV_TRANSCRIPTION_ELONGATION,4.63845477569987,1583,0.35345217236357,0.999201393685791,1,REACTOME,FALSE
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME,5.09091530967111,2377,0.286611843800324,0.999201393685791,1,REACTOME,FALSE
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,1.48188383994212,905,0.974047114409493,0.999201393685791,1,REACTOME,FALSE
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY,4.52874348751362,1205,0.371037173362345,0.999201393685791,1,REACTOME,FALSE
REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION,2.48111040396632,252,0.786005829130945,0.999201393685791,1,REACTOME,FALSE
REACTOME_THE_FATTY_ACID_CYCLING_MODEL,1.98806027376137,168,0.903310085284787,0.999201393685791,1,REACTOME,FALSE
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,-1.22211449319783,428,0.392398431896499,0.999201393685791,1,REACTOME,FALSE
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,4.86919936846608,3256,0.318219981020328,0.999201393685791,1,REACTOME,FALSE
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE,3.97603536796739,3684,0.46761793013786,0.999201393685791,1,REACTOME,FALSE
REACTOME_INFLUENZA_INFECTION,10.2931228743757,5795,0.00808607165090453,0.240775105677548,1,REACTOME,FALSE
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS,8.01463465448643,1329,0.050561698678361,0.755359751046515,1,REACTOME,FALSE
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS,11.1705840730785,1560,0.00355188687757978,0.132074109421585,1,REACTOME,FALSE
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,7.6352850416074,1715,0.0658039579487234,0.798120107996105,1,REACTOME,FALSE
REACTOME_NOD1_2_SIGNALING_PATHWAY,-1.25893933665982,1146,0.386226687937032,0.999201393685791,1,REACTOME,FALSE
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,0.934184083142553,1883,0.842121203011197,0.999201393685791,1,REACTOME,FALSE
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS,5.48250080636181,318,0.236123777616413,0.999201393685791,1,REACTOME,FALSE
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,6.82783905227932,5643,0.110919032539035,0.934578094460846,1,REACTOME,FALSE
REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT,0.791515844490973,643,0.80832265848026,0.999201393685791,1,REACTOME,FALSE
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,15.6444544611642,2950,1.89684822245263e-5,0.00111676939096899,0.053737710142083006,REACTOME,FALSE
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS,-4.17695604160324,496,0.0793717942885014,0.846325515458445,1,REACTOME,FALSE
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY,-4.02431613680672,383,0.0876550565672704,0.870933107525341,1,REACTOME,FALSE
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY,-1.6923392690836,510,0.31810931103887,0.999201393685791,1,REACTOME,FALSE
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN,7.66827054098381,1233,0.064343359105223,0.793865521371374,1,REACTOME,FALSE
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,4.7549728841599,2394,0.335363444418636,0.999201393685791,1,REACTOME,FALSE
REACTOME_ARMS_MEDIATED_ACTIVATION,-4.41749475417146,270,0.0676199334320421,0.803499360331981,1,REACTOME,FALSE
REACTOME_P38MAPK_EVENTS,0.645216659429144,487,0.774032081947981,0.999201393685791,1,REACTOME,FALSE
REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE,-3.92961995672518,804,0.0931352776162096,0.884842099763843,1,REACTOME,FALSE
REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION,2.41387535058923,290,0.801780612626966,0.999201393685791,1,REACTOME,FALSE
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B,-3.32792205565243,851,0.134651575928662,0.95369762800601,1,REACTOME,FALSE
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,3.93008279131342,3152,0.476230524861332,0.999201393685791,1,REACTOME,FALSE
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,2.48361670338667,2615,0.785419448934888,0.999201393685791,1,REACTOME,FALSE
REACTOME_TRANSPORT_AND_SYNTHESIS_OF_PAPS,-0.544485432152121,270,0.516277405481097,0.999201393685791,1,REACTOME,FALSE
REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,0.375497681933365,411,0.711999574443898,0.999201393685791,1,REACTOME,FALSE
REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE,-1.17690708526783,826,0.400056308053014,0.999201393685791,1,REACTOME,FALSE
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE,-1.92126116769376,694,0.285518440579154,0.999201393685791,1,REACTOME,FALSE
REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS,-1.7434146062699,1165,0.310634582399329,0.999201393685791,1,REACTOME,FALSE
REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION,-2.379451674924,378,0.227271288913235,0.999201393685791,1,REACTOME,FALSE
REACTOME_ACTIVATION_OF_C3_AND_C5,5.31029665172404,252,0.257493740689125,0.999201393685791,1,REACTOME,FALSE
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,11.0530338848531,2781,0.00398089113877262,0.144230748181685,1,REACTOME,FALSE
REACTOME_ASSEMBLY_OF_THE_HIV_VIRION,-0.99218846873266,634,0.432268015766556,0.999201393685791,1,REACTOME,FALSE
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,8.70310350977758,1353,0.0304136657121412,0.594999362907922,1,REACTOME,FALSE
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,-1.40827967933223,1292,0.361810729217889,0.999201393685791,1,REACTOME,FALSE
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,-2.55972036450777,671,0.206852377376115,0.999201393685791,1,REACTOME,FALSE
REACTOME_PHOSPHORYLATION_OF_THE_APC_C,-1.97803621119213,719,0.277797891058975,0.999201393685791,1,REACTOME,FALSE
REACTOME_PHOSPHORYLATION_OF_EMI1,-0.150213455018437,261,0.59671557171839,0.999201393685791,1,REACTOME,FALSE
REACTOME_UNWINDING_OF_DNA,2.19331682824075,446,0.85406508185745,0.999201393685791,1,REACTOME,FALSE
REACTOME_CONJUGATION_OF_BENZOATE_WITH_GLYCINE,5.68600362750055,193,0.212525594399999,0.999201393685791,1,REACTOME,FALSE
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS,7.56247124048952,1459,0.0691250222014635,0.815643028446853,1,REACTOME,FALSE
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING,2.34605805801286,462,0.81777426236166,0.999201393685791,1,REACTOME,FALSE
REACTOME_SIGNALING_BY_EGFR,4.41703292502953,1840,0.389490232111319,0.999201393685791,1,REACTOME,FALSE
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,1.22816155632993,1704,0.912621368392678,0.999201393685791,1,REACTOME,FALSE
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A,-0.355768584265566,897,0.554069155731519,0.999201393685791,1,REACTOME,FALSE
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,4.62070528789006,4257,0.356260845080474,0.999201393685791,1,REACTOME,FALSE
REACTOME_DARPP_32_EVENTS,-1.56701672909642,821,0.336945021889279,0.999201393685791,1,REACTOME,FALSE
REACTOME_GAB1_SIGNALOSOME,5.39216421893818,616,0.247172488690461,0.999201393685791,1,REACTOME,FALSE
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING,4.14543327959367,498,0.436626299608868,0.999201393685791,1,REACTOME,FALSE
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION,2.11181513207438,196,0.873561925477594,0.999201393685791,1,REACTOME,FALSE
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN,8.00102517806875,1320,0.0510522690905465,0.755359751046515,1,REACTOME,FALSE
REACTOME_EXTENSION_OF_TELOMERES,-3.27217527706129,1775,0.139128031958479,0.956800628105521,1,REACTOME,FALSE
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1,-0.582155959172687,545,0.508896897025458,0.999201393685791,1,REACTOME,FALSE
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE,1.40907344688737,537,0.956387980805507,0.999201393685791,1,REACTOME,FALSE
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE,5.55443280882454,602,0.227579370877628,0.999201393685791,1,REACTOME,FALSE
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS,10.8926157403632,581,0.00464227890410057,0.158061207023955,1,REACTOME,FALSE
REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION,1.76031813295208,249,0.958380420692101,0.999201393685791,1,REACTOME,FALSE
REACTOME_EGFR_DOWNREGULATION,2.58222946902756,1232,0.762447560793735,0.999201393685791,1,REACTOME,FALSE
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES,2.5976484445659,561,0.758873976882414,0.999201393685791,1,REACTOME,FALSE
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,4.16069785852043,2185,0.433892958162918,0.999201393685791,1,REACTOME,FALSE
REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS,0.368018277250769,663,0.710304114454342,0.999201393685791,1,REACTOME,FALSE
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION,1.85827458442484,1118,0.934653709598551,0.999201393685791,1,REACTOME,FALSE
REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION,2.28294390818921,1316,0.832727357365976,0.999201393685791,1,REACTOME,FALSE
REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL,1.89239632826069,307,0.926401378287689,0.999201393685791,1,REACTOME,FALSE
REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL,4.54811611939897,493,0.367893185326426,0.999201393685791,1,REACTOME,FALSE
REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL,2.41578876332454,978,0.801330532810459,0.999201393685791,1,REACTOME,FALSE
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,3.61142358491341,1486,0.538277253279306,0.999201393685791,1,REACTOME,FALSE
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,-1.11258245857217,959,0.411106105481895,0.999201393685791,1,REACTOME,FALSE
REACTOME_SIGNALING_BY_PDGF,0.157804798428215,2262,0.663265475262017,0.999201393685791,1,REACTOME,FALSE
REACTOME_ACTIVATION_OF_TRKA_RECEPTORS,-2.46038715273194,202,0.217932667484652,0.999201393685791,1,REACTOME,FALSE
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION,-2.00376847592306,165,0.274345939257147,0.999201393685791,1,REACTOME,FALSE
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,3.96370991651035,2193,0.469919502312406,0.999201393685791,1,REACTOME,FALSE
REACTOME_SIGNALLING_TO_ERKS,-1.29867416587932,1213,0.379634126528012,0.999201393685791,1,REACTOME,FALSE
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN,-3.96394950260769,155,0.0911176295586943,0.878834201818669,1,REACTOME,FALSE
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE,-3.09750304648796,339,0.153897612606136,0.979685684791958,1,REACTOME,FALSE
REACTOME_CELLULAR_HEXOSE_TRANSPORT,2.91116866593298,832,0.687423301160193,0.999201393685791,1,REACTOME,FALSE
REACTOME_METABOLISM_OF_PORPHYRINS,-1.12215182520672,1069,0.409450883447825,0.999201393685791,1,REACTOME,FALSE
REACTOME_HEME_BIOSYNTHESIS,-0.913671561768853,451,0.446402514384617,0.999201393685791,1,REACTOME,FALSE
REACTOME_HEME_DEGRADATION,-0.79531529874563,679,0.468198025821167,0.999201393685791,1,REACTOME,FALSE
REACTOME_SIGNALING_BY_FGFR,3.63951032142867,3206,0.532649830800923,0.999201393685791,1,REACTOME,FALSE
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION,1.79004897374985,457,0.951174238460854,0.999201393685791,1,REACTOME,FALSE
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION,2.29692652755692,819,0.82940914961646806,0.999201393685791,1,REACTOME,FALSE
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION,1.34266927399173,637,0.940301006589487,0.999201393685791,1,REACTOME,FALSE
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION,0.577867594483275,287,0.758388980248952,0.999201393685791,1,REACTOME,FALSE
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION,2.51220496545047,257,0.77873955738471,0.999201393685791,1,REACTOME,FALSE
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION,2.4089465452271,423,0.802940286571939,0.999201393685791,1,REACTOME,FALSE
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION,2.27863532106511,480,0.833750429686741,0.999201393685791,1,REACTOME,FALSE
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION,1.94748210586795,482,0.913095977123544,0.999201393685791,1,REACTOME,FALSE
REACTOME_GAP_JUNCTION_ASSEMBLY,0.553814902375854,1575,0.752825797255699,0.999201393685791,1,REACTOME,FALSE
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE,2.80512802332881,909,0.711315873352094,0.999201393685791,1,REACTOME,FALSE
REACTOME_GAP_JUNCTION_DEGRADATION,0.178037726237844,482,0.667739197494098,0.999201393685791,1,REACTOME,FALSE
REACTOME_PRE_NOTCH_PROCESSING_IN_THE_ENDOPLASMIC_RETICULUM,4.79974537476401,250,0.328574223382594,0.999201393685791,1,REACTOME,FALSE
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI,0.726389148680331,657,0.793008049284363,0.999201393685791,1,REACTOME,FALSE
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,8.91854642807798,3637,0.0257332734171388,0.563165829232385,1,REACTOME,FALSE
REACTOME_CHOLESTEROL_BIOSYNTHESIS,4.17783480954133,1015,0.430836158412955,0.999201393685791,1,REACTOME,FALSE
REACTOME_SNRNP_ASSEMBLY,9.48787788639067,1967,0.0162414795371297,0.40261772957832,1,REACTOME,FALSE
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,3.33659041188864,1385,0.594866621171738,0.999201393685791,1,REACTOME,FALSE
REACTOME_DIGESTION_OF_DIETARY_LIPID,2.36978302619385,258,0.812170100654184,0.999201393685791,1,REACTOME,FALSE
REACTOME_ANDROGEN_BIOSYNTHESIS,-0.620734364536984,401,0.501396216057875,0.999201393685791,1,REACTOME,FALSE
REACTOME_ESTROGEN_BIOSYNTHESIS,1.47078839164103,261,0.971355032871468,0.999201393685791,1,REACTOME,FALSE
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,2.95188779434164,972,0.67832941615355,0.999201393685791,1,REACTOME,FALSE
REACTOME_P75NTR_SIGNALS_VIA_NF_KB,0.00566081741520424,529,0.630017762459162,0.999201393685791,1,REACTOME,FALSE
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,3.46232167778664,2198,0.56864168039412,0.999201393685791,1,REACTOME,FALSE
REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1,0.332739440812588,211,0.702326414246826,0.999201393685791,1,REACTOME,FALSE
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR,0.70058088230013,381,0.786960871927052,0.999201393685791,1,REACTOME,FALSE
REACTOME_P75NTR_REGULATES_AXONOGENESIS,2.50261589580521,318,0.780978331136919,0.999201393685791,1,REACTOME,FALSE
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,4.89913017895081,3529,0.313824510349971,0.999201393685791,1,REACTOME,FALSE
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL,2.87882329766757,613,0.694679502865069,0.999201393685791,1,REACTOME,FALSE
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL,3.65583841629863,599,0.52939209493292,0.999201393685791,1,REACTOME,FALSE
REACTOME_MINERALOCORTICOID_BIOSYNTHESIS,-2.8804195807697,228,0.173878402303504,0.999201393685791,1,REACTOME,FALSE
REACTOME_GLUCOCORTICOID_BIOSYNTHESIS,-4.69019874887207,332,0.0560680136819661,0.777700512890659,1,REACTOME,FALSE
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,3.95165421863722,1784,0.472176744724381,0.999201393685791,1,REACTOME,FALSE
REACTOME_SIGNALING_BY_VEGF,7.25657974857601,4165,0.0846124885084762,0.870933107525341,1,REACTOME,FALSE
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS,2.23986145529038,253,0.842969734552953,0.999201393685791,1,REACTOME,FALSE
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,4.39656617134103,3141,0.392930589305805,0.999201393685791,1,REACTOME,FALSE
REACTOME_METABOLISM_OF_STEROID_HORMONES,1.74686222728478,1280,0.961643026437533,0.999201393685791,1,REACTOME,FALSE
REACTOME_PREGNENOLONE_BIOSYNTHESIS,3.95206081030494,417,0.472100519534446,0.999201393685791,1,REACTOME,FALSE
REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE,-1.16008302425506,708,0.402928994338661,0.999201393685791,1,REACTOME,FALSE
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING,4.38784051690943,568,0.394402909396307,0.999201393685791,1,REACTOME,FALSE
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING,4.0090998392996,570,0.46147466083129,0.999201393685791,1,REACTOME,FALSE
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM,1.25875963325462,916,0.920008789311725,0.999201393685791,1,REACTOME,FALSE
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES,2.53333003135564,873,0.773813955366585,0.999201393685791,1,REACTOME,FALSE
REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM,-1.19655344412739,364,0.396717348859353,0.999201393685791,1,REACTOME,FALSE
REACTOME_COENZYME_A_BIOSYNTHESIS,-5.68094168241506,284,0.0269694944604811,0.575014762751499,1,REACTOME,FALSE
REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM,-0.17053413238031,406,0.592433769747302,0.999201393685791,1,REACTOME,FALSE
REACTOME_NICOTINATE_METABOLISM,2.25004246125192,1131,0.840546846858256,0.999201393685791,1,REACTOME,FALSE
REACTOME_VITAMIN_B1_THIAMIN_METABOLISM,6.12155346781175,227,0.167840784358587,0.999201393685791,1,REACTOME,FALSE
REACTOME_VITAMIN_C_ASCORBATE_METABOLISM,2.08160059674295,352,0.88081006093869,0.999201393685791,1,REACTOME,FALSE
REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM,-0.0810913188436152,319,0.61138473003491,0.999201393685791,1,REACTOME,FALSE
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,3.57390844605503,5107,0.545839981557378,0.999201393685791,1,REACTOME,FALSE
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,6.44162066393574,7928,0.139793188994923,0.956800628105521,1,REACTOME,FALSE
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,3.30147226519417,889,0.602289027044453,0.999201393685791,1,REACTOME,FALSE
REACTOME_NICOTINAMIDE_SALVAGING,2.82973113196623,708,0.705746061846928,0.999201393685791,1,REACTOME,FALSE
REACTOME_SIGNALING_BY_NOTCH1,1.71805412426736,2590,0.968630115376171,0.999201393685791,1,REACTOME,FALSE
REACTOME_SIGNALING_BY_NOTCH2,0.201280556975538,1098,0.672893044106712,0.999201393685791,1,REACTOME,FALSE
REACTOME_PI3K_AKT_ACTIVATION,-2.67883258199897,302,0.194112096136137,0.999201393685791,1,REACTOME,FALSE
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL,2.57266746862824,428,0.764666253114951,0.999201393685791,1,REACTOME,FALSE
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS,3.91995894155983,267,0.478139590854954,0.999201393685791,1,REACTOME,FALSE
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,3.46895740835667,2009,0.567273094325939,0.999201393685791,1,REACTOME,FALSE
REACTOME_ERK_MAPK_TARGETS,2.18382677458108,750,0.856330950745114,0.999201393685791,1,REACTOME,FALSE
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,5.9933749176644,7156,0.180188685810721,0.999201393685791,1,REACTOME,FALSE
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM,-1.4108227933613,619,0.361403507323056,0.999201393685791,1,REACTOME,FALSE
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,8.60171188205857,4197,0.0328582931281521,0.617379235486074,1,REACTOME,FALSE
REACTOME_CREB_PHOSPHORYLATION,-0.87409414404857,205,0.453625752705622,0.999201393685791,1,REACTOME,FALSE
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,5.79933233893475,5572,0.200146903994587,0.999201393685791,1,REACTOME,FALSE
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,7.21022967112886,2246,0.0871872096895961,0.870933107525341,1,REACTOME,FALSE
REACTOME_CARNITINE_METABOLISM,1.21672550157463,531,0.90986221676767,0.999201393685791,1,REACTOME,FALSE
REACTOME_SIGNALING_BY_BMP,2.59832915838787,946,0.758716329027389,0.999201393685791,1,REACTOME,FALSE
