"pathway","N","DE","P.DE","FDR"
"REACTOME_COMPLEMENT_CASCADE",56,6,0.185394642669131,0.903998317868583
"REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION",8,0,1,1
"REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT",21,3,0.218064564157198,0.945684440980129
"REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT",8,0,1,1
"REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS",14,3,0.0689823428957192,0.77388430980496
"REACTOME_SIGNALLING_TO_RAS",20,4,0.260589703398202,0.971382407535668
"REACTOME_HIV_TRANSCRIPTION_INITIATION",43,2,0.889937559817899,1
"REACTOME_HIV_TRANSCRIPTION_ELONGATION",42,2,0.911130952099266,1
"REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME",66,3,0.943571395937193,1
"REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT",23,0,1,1
"REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY",33,1,0.95806456835545,1
"REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION",9,2,0.408708307022239,1
"REACTOME_THE_FATTY_ACID_CYCLING_MODEL",4,0,1,1
"REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR",11,1,0.565468341070277,1
"REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE",88,11,0.330386334265583,1
"REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE",97,14,0.121466946154846,0.840494772108662
"REACTOME_INFLUENZA_INFECTION",150,2,0.99990865847721,1
"REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS",33,1,0.948113563454557,1
"REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS",41,1,0.969679921913981,1
"REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS",44,1,0.97818896311516,1
"REACTOME_NOD1_2_SIGNALING_PATHWAY",33,5,0.179246371256079,0.89559959394792
"REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS",53,8,0.132302446849002,0.845720141148663
"REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS",10,2,0.385101590946204,1
"REACTOME_TOLL_LIKE_RECEPTOR_CASCADES",147,17,0.346840476314205,1
"REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT",18,1,0.783051758259136,1
"REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA",70,4,0.902914241814729,1
"REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS",14,1,0.815284088808992,1
"REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY",10,3,0.230523972785492,0.946787345933959
"REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY",14,3,0.351851855831781,1
"REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN",32,1,0.942954423018713,1
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX",71,8,0.517509869693266,1
"REACTOME_ARMS_MEDIATED_ACTIVATION",7,0,1,1
"REACTOME_P38MAPK_EVENTS",13,3,0.192982371822565,0.920402456857453
"REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE",22,0,1,1
"REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION",4,0,1,1
"REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B",24,0,1,1
"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS",86,3,0.98472638681858,1
"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1",72,3,0.946434860193186,1
"REACTOME_TRANSPORT_AND_SYNTHESIS_OF_PAPS",6,0,1,1
"REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING",12,0,1,1
"REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE",25,1,0.894578305265627,1
"REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE",19,1,0.834960104090061,1
"REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS",33,1,0.957034600157279,1
"REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION",12,0,1,1
"REACTOME_ACTIVATION_OF_C3_AND_C5",6,0,1,1
"REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE",69,7,0.567658272192945,1
"REACTOME_ASSEMBLY_OF_THE_HIV_VIRION",16,0,1,1
"REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS",35,1,0.95216500934925,1
"REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",37,0,1,1
"REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE",20,1,0.853385173233752,1
"REACTOME_PHOSPHORYLATION_OF_THE_APC_C",20,0,1,1
"REACTOME_PHOSPHORYLATION_OF_EMI1",6,1,0.498797603092412,1
"REACTOME_UNWINDING_OF_DNA",12,1,0.646643045195514,1
"REACTOME_CONJUGATION_OF_BENZOATE_WITH_GLYCINE",5,0,1,1
"REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS",37,1,0.968135200829567,1
"REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING",14,1,0.880795572114519,1
"REACTOME_SIGNALING_BY_EGFR",49,4,0.844196925572121,1
"REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM",45,6,0.619766713134624,1
"REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A",26,0,1,1
"REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE",106,2,0.995600702761276,1
"REACTOME_DARPP_32_EVENTS",24,7,0.0221467923037124,0.615730955943549
"REACTOME_GAB1_SIGNALOSOME",17,2,0.644989858239137,1
"REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING",14,1,0.771450908087215,1
"REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION",5,0,1,1
"REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN",34,1,0.9576779598354,1
"REACTOME_EXTENSION_OF_TELOMERES",49,1,0.994029148608866,1
"REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1",16,1,0.741172678710377,1
"REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE",16,4,0.163614718984983,0.889031901539084
"REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE",17,3,0.37264874594348,1
"REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS",14,1,0.715781475052675,1
"REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION",7,1,0.68439653780716,1
"REACTOME_EGFR_DOWNREGULATION",30,0,1,1
"REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES",16,3,0.152054959351878,0.872800239256998
"REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA",62,5,0.602334246111674,1
"REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS",18,3,0.454075217944793,1
"REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION",31,4,0.55471897935724,1
"REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION",32,0,1,1
"REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL",8,1,0.513736925843448,1
"REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL",13,2,0.480454760887336,1
"REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL",25,8,0.00858286970836702,0.46469921401595
"REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT",41,4,0.791910521474762,1
"REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION",29,7,0.0765541226770258,0.78384583117166
"REACTOME_SIGNALING_BY_PDGF",57,13,0.0400885938830659,0.717551519563081
"REACTOME_ACTIVATION_OF_TRKA_RECEPTORS",6,1,0.58898101912995,1
"REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION",5,1,0.499270037066202,1
"REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21",58,4,0.784994637443449,1
"REACTOME_SIGNALLING_TO_ERKS",34,5,0.357409457151537,1
"REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN",5,0,1,1
"REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE",10,0,1,1
"REACTOME_CELLULAR_HEXOSE_TRANSPORT",21,2,0.570432892670093,1
"REACTOME_METABOLISM_OF_PORPHYRINS",26,3,0.276077511505806,0.990583259804355
"REACTOME_HEME_BIOSYNTHESIS",13,1,0.613347963796626,1
"REACTOME_HEME_DEGRADATION",15,2,0.281116805447993,0.994071336227002
"REACTOME_SIGNALING_BY_FGFR",85,11,0.31566708768741,1
"REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION",12,0,1,1
"REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION",19,1,0.87779727202126,1
"REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION",15,1,0.832188558242378,1
"REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION",6,1,0.597446870061512,1
"REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION",7,0,1,1
"REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION",11,1,0.722456893810343,1
"REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION",12,0,1,1
"REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION",10,1,0.679095872623511,1
"REACTOME_GAP_JUNCTION_ASSEMBLY",35,4,0.360876353729941,1
"REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE",19,2,0.483082352631157,1
"REACTOME_GAP_JUNCTION_DEGRADATION",12,3,0.129655829728527,0.845720141148663
"REACTOME_PRE_NOTCH_PROCESSING_IN_THE_ENDOPLASMIC_RETICULUM",6,2,0.206388577246641,0.945684440980129
"REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI",18,4,0.224621350421899,0.945684440980129
"REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING",108,10,0.503091248363621,1
"REACTOME_CHOLESTEROL_BIOSYNTHESIS",23,0,1,1
"REACTOME_SNRNP_ASSEMBLY",53,2,0.920270872892808,1
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS",34,2,0.826335954806467,1
"REACTOME_DIGESTION_OF_DIETARY_LIPID",7,1,0.281737190885974,0.994071336227002
"REACTOME_ANDROGEN_BIOSYNTHESIS",10,3,0.025532379049956,0.642631088723868
"REACTOME_ESTROGEN_BIOSYNTHESIS",6,0,1,1
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL",24,2,0.537352152127693,1
"REACTOME_P75NTR_SIGNALS_VIA_NF_KB",15,1,0.783667862462126,1
"REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK",50,8,0.493107675749335,1
"REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1",6,2,0.145886159949164,0.866447570515687
"REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR",11,1,0.625535958658417,1
"REACTOME_P75NTR_REGULATES_AXONOGENESIS",9,0,1,1
"REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING",86,12,0.356722599412917,1
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL",14,1,0.571639878628238,1
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL",15,2,0.30897936707773,1
"REACTOME_MINERALOCORTICOID_BIOSYNTHESIS",6,1,0.248197012655216,0.961961991873146
"REACTOME_GLUCOCORTICOID_BIOSYNTHESIS",10,2,0.133287658158003,0.845720141148663
"REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM",43,3,0.720446463624773,1
"REACTOME_SIGNALING_BY_VEGF",103,23,0.00733577051191366,0.451719927108996
"REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS",7,0,1,1
"REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX",82,8,0.65321571881187,1
"REACTOME_METABOLISM_OF_STEROID_HORMONES",34,4,0.236015802640697,0.950137934128745
"REACTOME_PREGNENOLONE_BIOSYNTHESIS",12,1,0.66762302214051,1
"REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE",16,3,0.306198349088888,1
"REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING",16,0,1,1
"REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING",16,1,0.916151596043115,1
"REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM",21,2,0.480777776352185,1
"REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES",17,1,0.816423476756366,1
"REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM",10,2,0.45028775829231,1
"REACTOME_COENZYME_A_BIOSYNTHESIS",8,0,1,1
"REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM",11,1,0.698568769994284,1
"REACTOME_NICOTINATE_METABOLISM",31,2,0.822118361579085,1
"REACTOME_VITAMIN_B1_THIAMIN_METABOLISM",5,2,0.101559106528484,0.826772841365504
"REACTOME_VITAMIN_C_ASCORBATE_METABOLISM",8,2,0.211889971872824,0.945684440980129
"REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM",7,1,0.40092025705688,1
"REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS",122,13,0.419906234731873,1
"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS",186,14,0.890854956150139,1
"REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS",23,2,0.872519078372415,1
"REACTOME_NICOTINAMIDE_SALVAGING",19,0,1,1
"REACTOME_SIGNALING_BY_NOTCH1",70,15,0.0335248156562561,0.668278068471016
"REACTOME_SIGNALING_BY_NOTCH2",32,4,0.5251136868138,1
"REACTOME_PI3K_AKT_ACTIVATION",9,3,0.136591383096389,0.850468985301255
"REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL",14,2,0.547738689610951,1
"REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS",8,0,1,1
"REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION",59,7,0.501318922190759,1
"REACTOME_ERK_MAPK_TARGETS",20,3,0.441924979964953,1
"REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",125,20,0.00119268380207351,0.211179575704641
"REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM",16,1,0.815903108231622,1
"REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK",111,20,0.0490301568175616,0.721044867122814
"REACTOME_CREB_PHOSPHORYLATION",6,2,0.191149449672423,0.91784134054572
"REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT",151,13,0.661469753325309,1
"REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING",67,5,0.832124508291615,1
"REACTOME_CARNITINE_METABOLISM",13,3,0.231934492791446,0.946787345933959
"REACTOME_SIGNALING_BY_BMP",27,3,0.621607306892527,1
"REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL",8,1,0.636863079417555,1
"REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX",81,5,0.887549590488302,1
"REACTOME_G_PROTEIN_ACTIVATION",24,3,0.485973557812619,1
"REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION",15,2,0.628295274488186,1
"REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES",59,10,0.252044486858296,0.963619475397507
"REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS",16,3,0.117150839040132,0.840494772108662
"REACTOME_KERATAN_SULFATE_BIOSYNTHESIS",27,2,0.741755432049052,1
"REACTOME_KERATAN_SULFATE_DEGRADATION",13,1,0.635835657292051,1
"REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS",18,5,0.0941310641043804,0.803232845203945
"REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS",10,1,0.770346733949243,1
"REACTOME_HS_GAG_BIOSYNTHESIS",28,2,0.92616007665682,1
"REACTOME_TCR_SIGNALING",112,15,0.207305565132495,0.945684440980129
"REACTOME_HS_GAG_DEGRADATION",19,1,0.95389215053396,1
"REACTOME_CS_DS_DEGRADATION",12,1,0.808299830993923,1
"REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES",30,7,0.0923364907251753,0.79558929708388
"REACTOME_CALCINEURIN_ACTIVATES_NFAT",9,2,0.3462494083058,1
"REACTOME_ERKS_ARE_INACTIVATED",13,1,0.7686746675615,1
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",131,22,0.007448823160483,0.451719927108996
"REACTOME_SIGNALING_BY_HIPPO",19,0,1,1
"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS",84,20,0.00543458154263838,0.445280597572864
"REACTOME_FCGR_ACTIVATION",12,3,0.147887740102487,0.872785937692984
"REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS",25,6,0.0833047314864122,0.791954041278542
"REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION",15,3,0.421703110956659,1
"REACTOME_ENOS_ACTIVATION",11,1,0.83440796047264,1
"REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING",5,0,1,1
"REACTOME_MICRORNA_MIRNA_BIOGENESIS",25,0,1,1
"REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT",66,6,0.570808165542479,1
"REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX",14,1,0.728326265560558,1
"REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM",12,0,1,1
"REACTOME_LINOLEIC_ACID_LA_METABOLISM",7,0,1,1
"REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE",66,10,0.382909089666216,1
"REACTOME_NADE_MODULATES_DEATH_SIGNALLING",5,1,0.442731119080401,1
"REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS",16,1,0.77555782978149,1
"REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES",12,1,0.716234789021431,1
"REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL",12,1,0.734854367773986,1
"REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES",17,1,0.835929816402364,1
"REACTOME_SEROTONIN_AND_MELATONIN_BIOSYNTHESIS",4,1,0.38284243963322,1
"REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS",14,1,0.625126395210895,1
"REACTOME_THYROXINE_BIOSYNTHESIS",10,0,1,1
"REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE",24,3,0.613082705495242,1
"REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS",15,2,0.691715320381199,1
"REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS",21,1,0.928016784805859,1
"REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS",5,1,0.334813361820866,1
"REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS",8,0,1,1
"REACTOME_PECAM1_INTERACTIONS",11,3,0.181991578787966,0.899794315368773
"REACTOME_BASIGIN_INTERACTIONS",24,5,0.143998944247397,0.866447570515687
"REACTOME_TIE2_SIGNALING",18,5,0.036804377284906,0.684577992675995
"REACTOME_GENE_SILENCING_BY_RNA",129,3,0.997470343960898,1
"REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE",64,6,0.53039557610747,1
"REACTOME_VITAMINS",6,1,0.551415527277511,1
"REACTOME_FATTY_ACIDS",14,0,1,1
"REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS",102,12,0.160246278057303,0.88595543543401
"REACTOME_MISCELLANEOUS_SUBSTRATES",12,1,0.537845512140163,1
"REACTOME_ENDOGENOUS_STEROLS",27,3,0.562097314640833,1
"REACTOME_EICOSANOIDS",11,0,1,1
"REACTOME_XENOBIOTICS",24,2,0.588619615932772,1
"REACTOME_CYP2E1_REACTIONS",11,1,0.475792914174571,1
"REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION",133,11,0.607231011909216,1
"REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION",44,9,0.111372071245218,0.840494772108662
"REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS",31,7,0.0832486505237705,0.791954041278542
"REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA",61,2,0.938019635594199,1
"REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE",20,4,0.250355372090261,0.961961991873146
"REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA",9,0,1,1
"REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES",38,10,0.0123084536622154,0.502031314373423
"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION",120,12,0.64424214080559,1
"REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET",8,0,1,1
"REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS",9,0,1,1
"REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX",20,1,0.835271981070986,1
"REACTOME_SYNTHESIS_OF_LIPOXINS_LX",6,0,1,1
"REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES",7,0,1,1
"REACTOME_ARACHIDONIC_ACID_METABOLISM",56,3,0.874398354930395,1
"REACTOME_SYNTHESIS_OF_15_EICOSATETRAENOIC_ACID_DERIVATIVES",6,0,1,1
"REACTOME_UBIQUINOL_BIOSYNTHESIS",8,0,1,1
"REACTOME_SYNTHESIS_OF_16_20_HYDROXYEICOSATETRAENOIC_ACIDS_HETE",9,0,1,1
"REACTOME_HYALURONAN_METABOLISM",17,1,0.872960192581227,1
"REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT",5,0,1,1
"REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS",52,9,0.0999128647408464,0.825227830352239
"REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION",10,3,0.0676369742131048,0.77388430980496
"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS",82,18,0.0110527255023016,0.497021767428896
"REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION",12,1,0.722355598012864,1
"REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT",5,0,1,1
"REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM",10,0,1,1
"REACTOME_ABACAVIR_METABOLISM",5,0,1,1
"REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX",15,2,0.281741563430807,0.994071336227002
"REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA",13,1,0.535516406034026,1
"REACTOME_DAP12_INTERACTIONS",39,10,0.00540152786522656,0.445280597572864
"REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS",42,6,0.227658591157235,0.945684440980129
"REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING",26,4,0.318042927883665,1
"REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS",32,4,0.443149023001722,1
"REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",16,3,0.296041415915346,1
"REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER",42,4,0.673433148257766,1
"REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY",22,2,0.743152787015299,1
"REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION",31,3,0.600222544053336,1
"REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN",9,1,0.712005865845864,1
"REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION",4,0,1,1
"REACTOME_VISUAL_PHOTOTRANSDUCTION",93,7,0.842151466403859,1
"REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION",11,1,0.759515808316573,1
"REACTOME_MUCOPOLYSACCHARIDOSES",10,0,1,1
"REACTOME_ANCHORING_FIBRIL_FORMATION",13,2,0.570725175964301,1
"REACTOME_PI3K_AKT_SIGNALING_IN_CANCER",102,16,0.241766855271765,0.956479094499593
"REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER",77,13,0.173538186164587,0.89559959394792
"REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS",16,3,0.431258659141504,1
"REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES",62,2,0.932503933612178,1
"REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NUDT_PROTEINS",7,2,0.0875735885413558,0.79558929708388
"REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R",52,6,0.625654954994719,1
"REACTOME_METABOLISM_OF_INGESTED_SEMET_SEC_MESEC_INTO_H2SE",8,0,1,1
"REACTOME_SELENOAMINO_ACID_METABOLISM",111,0,1,1
"REACTOME_DAP12_SIGNALING",28,6,0.0924246574498926,0.79558929708388
"REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP",41,3,0.90928315934565,1
"REACTOME_SHC_RELATED_EVENTS_TRIGGERED_BY_IGF1R",9,1,0.740549961660194,1
"REACTOME_RETINOID_CYCLE_DISEASE_EVENTS",11,1,0.631092523850227,1
"REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION",23,2,0.546517002702589,1
"REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING",126,14,0.460665093046371,1
